     0.00     0.00      0.00     7.16      0.00
     0.23     0.03      0.23     7.16      0.23
     0.46     0.06      0.46     7.15      0.46
     0.69     0.09      0.69     7.13      0.69
     0.92     0.11      0.92     7.10      0.93
     1.14     0.14      1.15     7.04      1.16
     1.37     0.17      1.38     6.91      1.41
     1.60     0.19      1.61     6.63      1.67
     1.83     0.19      1.84     6.04      1.95
     2.06     0.18      2.07     4.95      2.25
     2.29     0.14      2.29     3.41      2.55
     2.51     0.08      2.51     1.72      2.83
     2.73     0.01      2.73     0.13      3.08
     2.95    -0.07      2.95    -1.29      3.32
     3.17    -0.14      3.17    -2.54      3.55
     3.39    -0.22      3.39    -3.64      3.79
     3.61    -0.29      3.62    -4.61      4.02
     3.82    -0.37      3.84    -5.46      4.25
     4.04    -0.44      4.07    -6.23      4.48
     4.26    -0.52      4.29    -6.91      4.71
     4.48    -0.59      4.52    -7.52      4.94
     4.70    -0.67      4.74    -8.08      5.17
     4.91    -0.74      4.97    -8.58      5.40
     5.13    -0.82      5.20    -9.04      5.63
     5.35    -0.89      5.42    -9.46      5.86
     5.57    -0.97      5.65    -9.85      6.09
     5.79    -1.04      5.88   -10.20      6.33
     6.00    -1.12      6.11   -10.53      6.56
     6.22    -1.19      6.33   -10.83      6.79
     6.44    -1.26      6.56   -11.11      7.02
     6.66    -1.34      6.79   -11.38      7.25
     6.88    -1.41      7.02   -11.62      7.48
     7.09    -1.49      7.25   -11.85      7.71
     7.31    -1.56      7.48   -12.07      7.94
     7.53    -1.64      7.71   -12.27      8.17
     7.75    -1.71      7.94   -12.46      8.40
     7.97    -1.78      8.16   -12.63      8.63
     8.19    -1.86      8.39   -12.80      8.86
     8.40    -1.93      8.62   -12.96      9.09
     8.62    -2.01      8.85   -13.11      9.32
     8.84    -2.08      9.08   -13.25      9.55
     9.06    -2.16      9.31   -13.39      9.78
     9.28    -2.23      9.54   -13.52     10.01
     9.50    -2.30      9.77   -13.64     10.24
     9.71    -2.38     10.00   -13.76     10.47

     0.00     0.00      0.00     7.08      0.00
     0.23     0.03      0.23     7.08      0.23
     0.46     0.06      0.46     7.07      0.46
     0.69     0.08      0.69     7.06      0.69
     0.91     0.11      0.92     7.04      0.93
     1.14     0.14      1.15     6.99      1.16
     1.37     0.17      1.38     6.87      1.41
     1.60     0.19      1.61     6.60      1.67
     1.83     0.19      1.84     6.02      1.95
     2.06     0.18      2.07     4.94      2.25
     2.29     0.14      2.29     3.41      2.55
     2.51     0.08      2.51     1.74      2.82
     2.73     0.01      2.73     0.16      3.08
     2.95    -0.06      2.95    -1.26      3.32
     3.17    -0.14      3.17    -2.50      3.55
     3.39    -0.21      3.39    -3.59      3.79
     3.60    -0.29      3.62    -4.54      4.02
     3.82    -0.36      3.84    -5.39      4.25
     4.04    -0.43      4.06    -6.14      4.48
     4.26    -0.51      4.29    -6.81      4.71
     4.48    -0.58      4.52    -7.41      4.94
     4.70    -0.66      4.74    -7.96      5.17
     4.91    -0.73      4.97    -8.45      5.40
     5.13    -0.80      5.20    -8.90      5.63
     5.35    -0.88      5.42    -9.31      5.86
     5.57    -0.95      5.65    -9.69      6.09
     5.79    -1.02      5.88   -10.04      6.32
     6.01    -1.10      6.11   -10.36      6.55
     6.22    -1.17      6.33   -10.65      6.78
     6.44    -1.24      6.56   -10.93      7.01
     6.66    -1.32      6.79   -11.18      7.24
     6.88    -1.39      7.02   -11.42      7.47
     7.10    -1.46      7.25   -11.64      7.70
     7.32    -1.53      7.48   -11.85      7.94
     7.54    -1.61      7.71   -12.04      8.17
     7.76    -1.68      7.94   -12.23      8.40
     7.97    -1.75      8.16   -12.40      8.63
     8.19    -1.82      8.39   -12.56      8.86
     8.41    -1.90      8.62   -12.71      9.09
     8.63    -1.97      8.85   -12.85      9.32
