     0.00     0.00      0.00    10.04      0.00
     0.39     0.07      0.39    10.04      0.39
     0.77     0.14      0.78    10.02      0.79
     1.16     0.20      1.18     9.93      1.19
     1.55     0.26      1.57     9.59      1.61
     1.94     0.28      1.96     8.36      2.08
     2.33     0.22      2.34     5.42      2.57
     2.70     0.10      2.70     2.08      3.01
     3.06    -0.04      3.07    -0.76      3.42
     3.43    -0.18      3.44    -3.03      3.82
     3.80    -0.32      3.81    -4.88      4.21
     4.16    -0.47      4.19    -6.40      4.60
     4.53    -0.61      4.57    -7.68      5.00
     4.89    -0.75      4.95    -8.76      5.39
     5.26    -0.90      5.34    -9.69      5.78
     5.63    -1.04      5.72   -10.50      6.18
     5.99    -1.19      6.11   -11.20      6.57
     6.36    -1.33      6.49   -11.83      6.96
     6.72    -1.48      6.88   -12.39      7.35
     7.09    -1.62      7.27   -12.89      7.75
     7.45    -1.77      7.66   -13.33      8.14
     7.82    -1.91      8.05   -13.74      8.53
     8.18    -2.06      8.44   -14.11      8.93
     8.55    -2.20      8.83   -14.45      9.32
     8.91    -2.35      9.22   -14.76      9.71
     9.28    -2.49      9.61   -15.04     10.11
     9.65    -2.64     10.00   -15.31     10.50

     0.00     0.00      0.00    11.37      0.00
     0.39     0.08      0.39    11.37      0.39
     0.77     0.15      0.79    11.34      0.79
     1.16     0.23      1.18    11.24      1.19
     1.54     0.30      1.57    10.88      1.61
     1.93     0.33      1.96     9.59      2.08
     2.32     0.27      2.34     6.64      2.55
     2.70     0.15      2.70     3.27      2.99
     3.07     0.02      3.07     0.39      3.40
     3.44    -0.12      3.44    -1.93      3.80
     3.80    -0.25      3.81    -3.81      4.19
     4.17    -0.39      4.19    -5.36      4.59
     4.54    -0.53      4.57    -6.66      4.98
     4.91    -0.67      4.95    -7.76      5.37
     5.28    -0.81      5.34    -8.71      5.76
     5.64    -0.95      5.72    -9.53      6.16
     6.01    -1.09      6.11   -10.25      6.55
     6.38    -1.23      6.50   -10.88      6.94
     6.75    -1.37      6.88   -11.45      7.34
     7.11    -1.51      7.27   -11.95      7.73
     7.48    -1.65      7.66   -12.41      8.12
     7.85    -1.79      8.05   -12.82      8.52
     8.22    -1.93      8.44   -13.20      8.91
     8.58    -2.07      8.83   -13.54      9.30
     8.95    -2.21      9.22   -13.85      9.70
     9.32    -2.35      9.61   -14.14     10.09
     9.69    -2.49     10.00   -14.41     10.48

     0.00     0.00      0.00    12.14      0.00
     0.38     0.08      0.39    12.14      0.39
     0.77     0.16      0.79    12.11      0.79
     1.15     0.24      1.18    12.00      1.19
     1.54     0.32      1.57    11.63      1.61
     1.93     0.35      1.96    10.32      2.07
     2.32     0.30      2.34     7.42      2.54
     2.70     0.19      2.70     4.08      2.98
     3.07     0.07      3.07     1.22      3.39
     3.44    -0.07      3.44    -1.10      3.78
     3.81    -0.20      3.81    -2.97      4.18
     4.18    -0.33      4.19    -4.52      4.57
     4.55    -0.46      4.57    -5.81      4.96
     4.92    -0.60      4.95    -6.91      5.36
     5.29    -0.73      5.34    -7.85      5.75
     5.66    -0.86      5.72    -8.66      6.14
     6.03    -0.99      6.11    -9.38      6.54
     6.40    -1.13      6.50   -10.01      6.93
     6.77    -1.26      6.88   -10.57      7.32
     7.14    -1.40      7.27   -11.07      7.72
     7.51    -1.53      7.66   -11.52      8.11
     7.88    -1.66      8.05   -11.93      8.50
     8.25    -1.80      8.44   -12.31      8.90
     8.62    -1.93      8.83   -12.65      9.29
     8.98    -2.07      9.22   -12.96      9.68
     9.35    -2.20      9.61   -13.24     10.07
     9.72    -2.33     10.00   -13.51     10.47

    -0.00     0.00      0.00    12.75      0.00
     0.38     0.09      0.39    12.75      0.39
     0.77     0.17      0.79    12.71      0.79
     1.15     0.26      1.18    12.61      1.19
     1.53     0.33      1.57    12.22      1.61
     1.93     0.37      1.96    10.92      2.06
     2.31     0.33      2.34     8.06      2.53
     2.69     0.22      2.70     4.78      2.96
     3.07     0.10      3.07     1.95      3.37
     3.44    -0.02      3.44    -0.34      3.77
     3.81    -0.15      3.81    -2.19      4.16
     4.18    -0.27      4.19    -3.72      4.56
     4.56    -0.40      4.57    -5.00      4.95
     4.93    -0.52      4.96    -6.08      5.34
     5.30    -0.65      5.34    -7.01      5.74
     5.67    -0.78      5.72    -7.82      6.13
     6.04    -0.91      6.11    -8.52      6.52
     6.41    -1.03      6.50    -9.15      6.91
     6.79    -1.16      6.89    -9.70      7.31
     7.16    -1.29      7.27   -10.20      7.70
     7.53    -1.41      7.66   -10.65      8.09
     7.90    -1.54      8.05   -11.05      8.49
     8.27    -1.67      8.44   -11.42      8.88
     8.64    -1.80      8.83   -11.75      9.27
     9.02    -1.93      9.22   -12.06      9.66
     9.39    -2.05      9.61   -12.35     10.06
     9.76    -2.18     10.00   -12.61     10.45

     0.00     0.00      0.00    13.26      0.00
     0.38     0.09      0.39    13.26      0.39
     0.76     0.18      0.78    13.23      0.79
     1.15     0.27      1.18    13.12      1.19
     1.53     0.35      1.57    12.73      1.61
     1.92     0.39      1.96    11.43      2.06
     2.31     0.35      2.34     8.63      2.52
     2.69     0.25      2.70     5.41      2.95
     3.07     0.14      3.07     2.62      3.36
     3.44     0.02      3.44     0.37      3.76
     3.81    -0.10      3.82    -1.45      4.15
     4.19    -0.22      4.19    -2.96      4.54
     4.56    -0.34      4.57    -4.22      4.94
     4.94    -0.46      4.96    -5.28      5.33
     5.31    -0.58      5.34    -6.20      5.72
     5.68    -0.70      5.73    -6.99      6.12
     6.06    -0.82      6.11    -7.69      6.51
     6.43    -0.94      6.50    -8.30      6.90
     6.80    -1.06      6.89    -8.85      7.29
     7.18    -1.18      7.27    -9.34      7.69
     7.55    -1.30      7.66    -9.78      8.08
     7.93    -1.42      8.05   -10.17      8.47
     8.30    -1.54      8.44   -10.54      8.86
     8.67    -1.66      8.83   -10.87      9.26
     9.05    -1.79      9.22   -11.17      9.65
     9.42    -1.91      9.61   -11.45     10.04
     9.79    -2.03     10.00   -11.71     10.43

     0.00     0.00      0.00    13.73      0.00
     0.38     0.09      0.39    13.73      0.39
     0.76     0.19      0.78    13.69      0.79
     1.14     0.28      1.18    13.58      1.19
     1.53     0.36      1.57    13.19      1.61
     1.92     0.40      1.96    11.90      2.05
     2.31     0.37      2.34     9.16      2.51
     2.69     0.28      2.70     6.00      2.94
     3.07     0.17      3.07     3.27      3.35
     3.44     0.06      3.44     1.05      3.75
     3.82    -0.05      3.82    -0.74      4.14
     4.19    -0.16      4.20    -2.22      4.53
     4.57    -0.28      4.58    -3.46      4.92
     4.94    -0.39      4.96    -4.50      5.32
     5.32    -0.50      5.34    -5.40      5.71
     5.69    -0.62      5.73    -6.18      6.10
     6.07    -0.73      6.11    -6.86      6.49
     6.45    -0.84      6.50    -7.46      6.89
     6.82    -0.96      6.89    -8.00      7.28
     7.20    -1.07      7.28    -8.48      7.67
     7.57    -1.19      7.66    -8.91      8.06
     7.95    -1.30      8.05    -9.30      8.46
     8.32    -1.42      8.44    -9.66      8.85
     8.70    -1.53      8.83    -9.98      9.24
     9.07    -1.64      9.22   -10.28      9.63
     9.45    -1.76      9.61   -10.55     10.03
     9.82    -1.87     10.00   -10.81     10.42

     0.00     0.00      0.00    14.16      0.00
     0.38     0.10      0.39    14.16      0.39
     0.76     0.19      0.78    14.13      0.79
     1.14     0.28      1.18    14.02      1.19
     1.52     0.37      1.57    13.62      1.60
     1.91     0.42      1.96    12.34      2.05
     2.30     0.39      2.34     9.66      2.50
     2.68     0.31      2.70     6.57      2.93
     3.06     0.21      3.07     3.89      3.34
     3.44     0.10      3.44     1.72      3.74
     3.82    -0.00      3.82    -0.04      4.13
     4.20    -0.11      4.20    -1.49      4.52
     4.57    -0.22      4.58    -2.70      4.91
     4.95    -0.32      4.96    -3.72      5.30
     5.33    -0.43      5.34    -4.60      5.70
     5.70    -0.54      5.73    -5.37      6.09
     6.08    -0.64      6.12    -6.04      6.48
     6.46    -0.75      6.50    -6.63      6.87
     6.84    -0.86      6.89    -7.15      7.27
     7.21    -0.96      7.28    -7.62      7.66
     7.59    -1.07      7.67    -8.05      8.05
     7.97    -1.18      8.05    -8.43      8.44
     8.34    -1.29      8.44    -8.78      8.83
     8.72    -1.40      8.83    -9.10      9.23
     9.10    -1.50      9.22    -9.39      9.62
     9.47    -1.61      9.61    -9.66     10.01
     9.85    -1.72     10.00    -9.91     10.40

     0.00    -0.00      0.00    14.57      0.00
     0.38     0.10      0.39    14.57      0.39
     0.76     0.20      0.78    14.54      0.79
     1.14     0.29      1.17    14.43      1.19
     1.52     0.38      1.57    14.03      1.60
     1.91     0.43      1.96    12.77      2.04
     2.30     0.41      2.33    10.15      2.49
     2.68     0.33      2.70     7.12      2.92
     3.06     0.24      3.07     4.50      3.33
     3.44     0.14      3.44     2.38      3.72
     3.82     0.04      3.82     0.66      4.12
     4.20    -0.06      4.20    -0.76      4.51
     4.58    -0.16      4.58    -1.95      4.90
     4.96    -0.26      4.96    -2.95      5.29
     5.33    -0.36      5.35    -3.81      5.68
     5.71    -0.46      5.73    -4.56      6.08
     6.09    -0.56      6.12    -5.22      6.47
     6.47    -0.66      6.50    -5.80      6.86
     6.85    -0.76      6.89    -6.31      7.25
     7.23    -0.86      7.28    -6.77      7.64
     7.61    -0.96      7.67    -7.18      8.04
     7.98    -1.06      8.05    -7.56      8.43
     8.36    -1.16      8.44    -7.90      8.82
     8.74    -1.26      8.83    -8.21      9.21
     9.12    -1.36      9.22    -8.50      9.60
     9.50    -1.46      9.61    -8.76      9.99
     9.88    -1.56     10.00    -9.00     10.39

     0.00     0.00      0.00    14.98      0.00
     0.38     0.10      0.39    14.98      0.39
     0.76     0.20      0.78    14.94      0.79
     1.13     0.30      1.17    14.83      1.18
     1.52     0.39      1.56    14.43      1.60
     1.90     0.45      1.95    13.18      2.04
     2.29     0.43      2.33    10.62      2.49
     2.68     0.36      2.70     7.67      2.91
     3.06     0.27      3.07     5.11      3.32
     3.44     0.18      3.44     3.03      3.71
     3.82     0.09      3.82     1.34      4.11
     4.20    -0.00      4.20    -0.04      4.50
     4.58    -0.10      4.58    -1.20      4.89
     4.96    -0.19      4.96    -2.18      5.28
     5.34    -0.28      5.35    -3.03      5.67
     5.72    -0.38      5.73    -3.76      6.06
     6.10    -0.47      6.12    -4.40      6.46
     6.48    -0.56      6.51    -4.96      6.85
     6.86    -0.66      6.89    -5.47      7.24
     7.24    -0.75      7.28    -5.92      7.63
     7.62    -0.84      7.67    -6.32      8.02
     8.00    -0.94      8.06    -6.69      8.41
     8.38    -1.03      8.44    -7.02      8.80
     8.76    -1.13      8.83    -7.33      9.20
     9.14    -1.22      9.22    -7.61      9.59
     9.52    -1.31      9.61    -7.87      9.98
     9.90    -1.41     10.00    -8.10     10.37

     0.00     0.00      0.00    15.36      0.00
     0.38     0.10      0.39    15.36      0.39
     0.75     0.21      0.78    15.32      0.78
     1.13     0.31      1.17    15.21      1.18
     1.51     0.40      1.56    14.81      1.60
     1.90     0.46      1.95    13.57      2.04
     2.29     0.45      2.33    11.07      2.48
     2.67     0.38      2.70     8.19      2.91
     3.06     0.30      3.07     5.69      3.31
     3.44     0.22      3.45     3.66      3.70
     3.82     0.13      3.82     2.02      4.10
     4.20     0.05      4.20     0.66      4.49
     4.58    -0.04      4.58    -0.47      4.88
     4.96    -0.12      4.97    -1.43      5.27
     5.35    -0.21      5.35    -2.25      5.66
     5.73    -0.30      5.73    -2.96      6.05
     6.11    -0.38      6.12    -3.59      6.44
     6.49    -0.47      6.51    -4.14      6.83
     6.87    -0.56      6.89    -4.63      7.23
     7.25    -0.64      7.28    -5.07      7.62
     7.63    -0.73      7.67    -5.46      8.01
     8.02    -0.82      8.06    -5.82      8.40
     8.40    -0.90      8.44    -6.15      8.79
     8.78    -0.99      8.83    -6.45      9.18
     9.16    -1.08      9.22    -6.72      9.57
     9.54    -1.17      9.61    -6.97      9.96
     9.92    -1.25     10.00    -7.20     10.35

     0.00     0.00      0.00    15.73      0.00
     0.38     0.11      0.39    15.73      0.39
     0.75     0.21      0.78    15.69      0.78
     1.13     0.31      1.17    15.58      1.18
     1.51     0.41      1.56    15.18      1.60
     1.89     0.47      1.95    13.96      2.03
     2.28     0.47      2.33    11.52      2.47
     2.67     0.41      2.70     8.71      2.90
     3.05     0.34      3.07     6.27      3.30
     3.44     0.26      3.45     4.29      3.69
     3.82     0.18      3.82     2.69      4.09
     4.20     0.10      4.20     1.37      4.48
     4.58     0.02      4.58     0.26      4.87
     4.97    -0.06      4.97    -0.67      5.26
     5.35    -0.14      5.35    -1.47      5.65
     5.73    -0.22      5.74    -2.17      6.04
     6.12    -0.30      6.12    -2.78      6.43
     6.50    -0.38      6.51    -3.31      6.82
     6.88    -0.46      6.90    -3.79      7.21
     7.26    -0.54      7.28    -4.22      7.60
     7.65    -0.62      7.67    -4.61      8.00
     8.03    -0.70      8.06    -4.96      8.39
     8.41    -0.78      8.45    -5.27      8.78
     8.79    -0.86      8.83    -5.56      9.17
     9.17    -0.94      9.22    -5.83      9.56
     9.56    -1.02      9.61    -6.08      9.95
     9.94    -1.10     10.00    -6.30     10.34

     0.00    -0.00      0.00    16.09      0.00
     0.38     0.11      0.39    16.09      0.39
     0.75     0.22      0.78    16.05      0.78
     1.13     0.32      1.17    15.94      1.18
     1.50     0.42      1.56    15.54      1.59
     1.89     0.48      1.95    14.33      2.03
     2.28     0.48      2.33    11.95      2.47
     2.67     0.43      2.70     9.22      2.89
     3.05     0.37      3.07     6.84      3.29
     3.43     0.30      3.45     4.91      3.69
     3.82     0.22      3.82     3.35      4.08
     4.20     0.15      4.20     2.06      4.47
     4.59     0.08      4.59     0.99      4.86
     4.97     0.01      4.97     0.08      5.25
     5.35    -0.07      5.35    -0.70      5.64
     5.74    -0.14      5.74    -1.38      6.03
     6.12    -0.21      6.12    -1.97      6.42
     6.50    -0.28      6.51    -2.49      6.81
     6.89    -0.36      6.90    -2.96      7.20
     7.27    -0.43      7.28    -3.38      7.59
     7.65    -0.50      7.67    -3.75      7.98
     8.04    -0.57      8.06    -4.09      8.37
     8.42    -0.65      8.45    -4.40      8.76
     8.81    -0.72      8.83    -4.68      9.15
     9.19    -0.79      9.22    -4.94      9.54
     9.57    -0.87      9.61    -5.18      9.93
     9.96    -0.94     10.00    -5.40     10.32

     0.00    -0.00      0.00    16.45      0.00
     0.37     0.11      0.39    16.45      0.39
