     0.00     0.00      0.00     7.16      0.00
     0.23     0.03      0.23     7.16      0.23
     0.46     0.06      0.46     7.15      0.46
     0.69     0.09      0.69     7.13      0.69
     0.92     0.11      0.92     7.10      0.93
     1.14     0.14      1.15     7.04      1.16
     1.37     0.17      1.38     6.91      1.41
     1.60     0.19      1.61     6.63      1.67
     1.83     0.19      1.84     6.04      1.95
     2.06     0.18      2.07     4.95      2.25
     2.29     0.14      2.29     3.41      2.55
     2.51     0.08      2.51     1.72      2.83
     2.73     0.01      2.73     0.13      3.08
     2.95    -0.07      2.95    -1.29      3.32
     3.17    -0.14      3.17    -2.54      3.55
     3.39    -0.22      3.39    -3.64      3.79
     3.61    -0.29      3.62    -4.61      4.02
     3.82    -0.37      3.84    -5.46      4.25
     4.04    -0.44      4.07    -6.23      4.48
     4.26    -0.52      4.29    -6.91      4.71
     4.48    -0.59      4.52    -7.52      4.94
     4.70    -0.67      4.74    -8.08      5.17
     4.91    -0.74      4.97    -8.58      5.40
     5.13    -0.82      5.20    -9.04      5.63
     5.35    -0.89      5.42    -9.46      5.86
     5.57    -0.97      5.65    -9.85      6.09
     5.79    -1.04      5.88   -10.20      6.33
     6.00    -1.12      6.11   -10.53      6.56
     6.22    -1.19      6.33   -10.83      6.79
     6.44    -1.26      6.56   -11.11      7.02
     6.66    -1.34      6.79   -11.38      7.25
     6.88    -1.41      7.02   -11.62      7.48
     7.09    -1.49      7.25   -11.85      7.71
     7.31    -1.56      7.48   -12.07      7.94
     7.53    -1.64      7.71   -12.27      8.17
     7.75    -1.71      7.94   -12.46      8.40
     7.97    -1.78      8.16   -12.63      8.63
     8.19    -1.86      8.39   -12.80      8.86
     8.40    -1.93      8.62   -12.96      9.09
     8.62    -2.01      8.85   -13.11      9.32
     8.84    -2.08      9.08   -13.25      9.55
     9.06    -2.16      9.31   -13.39      9.78
     9.28    -2.23      9.54   -13.52     10.01
     9.50    -2.30      9.77   -13.64     10.24
     9.71    -2.38     10.00   -13.76     10.47

     0.00     0.00      0.00     4.84      0.00
     0.23     0.02      0.23     4.84      0.23
     0.46     0.04      0.46     4.83      0.46
     0.68     0.06      0.69     4.83      0.69
     0.91     0.08      0.92     4.81      0.92
     1.14     0.10      1.14     4.77      1.16
     1.37     0.11      1.37     4.69      1.40
     1.60     0.13      1.60     4.50      1.66
     1.83     0.13      1.83     4.08      1.94
     2.06     0.12      2.06     3.28      2.25
     2.28     0.08      2.28     2.12      2.56
     2.51     0.04      2.51     0.87      2.83
     2.73    -0.01      2.73    -0.31      3.08
     2.95    -0.07      2.95    -1.35      3.32
     3.17    -0.13      3.18    -2.27      3.55
     3.40    -0.18      3.40    -3.07      3.79
     3.62    -0.24      3.63    -3.77      4.02
     3.84    -0.29      3.85    -4.39      4.24
     4.06    -0.35      4.08    -4.95      4.47
     4.28    -0.41      4.30    -5.44      4.70
     4.51    -0.46      4.53    -5.88      4.93
     4.73    -0.52      4.76    -6.28      5.16
     4.95    -0.58      4.98    -6.64      5.39
     5.17    -0.63      5.21    -6.97      5.62
     5.39    -0.69      5.44    -7.27      5.85
     5.62    -0.74      5.66    -7.55      6.08
     5.84    -0.80      5.89    -7.80      6.31
     6.06    -0.85      6.12    -8.03      6.53
     6.28    -0.91      6.35    -8.25      6.76
     6.50    -0.97      6.58    -8.45      6.99
     6.73    -1.02      6.80    -8.64      7.22
     6.95    -1.08      7.03    -8.81      7.45
     7.17    -1.13      7.26    -8.97      7.68
     7.39    -1.19      7.49    -9.12      7.91
     7.62    -1.24      7.72    -9.27      8.14
     7.84    -1.30      7.94    -9.40      8.37
     8.06    -1.35      8.17    -9.53      8.60
     8.28    -1.41      8.40    -9.64      8.82
     8.50    -1.46      8.63    -9.76      9.05
     8.73    -1.52      8.86    -9.86      9.28
