     0.00     0.00      0.00   -24.08      0.00
     0.21    -0.09      0.23   -24.08      0.23
     0.42    -0.19      0.46   -24.07      0.46
     0.62    -0.28      0.68   -24.05      0.69
     0.83    -0.37      0.91   -24.00      0.92
     1.04    -0.46      1.14   -23.91      1.15
     1.25    -0.55      1.37   -23.75      1.38
     1.46    -0.63      1.60   -23.46      1.62
     1.68    -0.71      1.82   -23.01      1.85
     1.90    -0.78      2.05   -22.40      2.09
     2.12    -0.84      2.28   -21.69      2.33
     2.34    -0.89      2.50   -20.94      2.57
     2.56    -0.94      2.73   -20.24      2.80
     2.78    -0.99      2.95   -19.60      3.03
     3.01    -1.04      3.18   -19.03      3.26
     3.23    -1.08      3.41   -18.53      3.49
     3.45    -1.13      3.63   -18.09      3.72
     3.68    -1.17      3.86   -17.70      3.95
     3.90    -1.22      4.09   -17.35      4.18
     4.12    -1.26      4.31   -17.04      4.40
     4.35    -1.31      4.54   -16.76      4.63
     4.57    -1.35      4.77   -16.50      4.86
     4.79    -1.40      4.99   -16.27      5.09
     5.02    -1.44      5.22   -16.06      5.32
     5.24    -1.49      5.45   -15.86      5.54
     5.46    -1.53      5.68   -15.68      5.77
     5.69    -1.58      5.90   -15.51      6.00
     5.91    -1.62      6.13   -15.36      6.23
     6.14    -1.67      6.36   -15.21      6.46
     6.36    -1.71      6.59   -15.08      6.68
     6.58    -1.76      6.81   -14.95      6.91
     6.81    -1.80      7.04   -14.83      7.14
     7.03    -1.85      7.27   -14.72      7.37
     7.25    -1.89      7.50   -14.62      7.60
     7.48    -1.93      7.72   -14.52      7.82
     7.70    -1.98      7.95   -14.42      8.05
     7.92    -2.02      8.18   -14.33      8.28
     8.15    -2.07      8.41   -14.25      8.51
     8.37    -2.11      8.63   -14.17      8.74
     8.60    -2.16      8.86   -14.09      8.96
     8.82    -2.20      9.09   -14.02      9.19
     9.04    -2.24      9.32   -13.95      9.42
     9.27    -2.29      9.54   -13.88      9.65
     9.49    -2.33      9.77   -13.82      9.87
     9.71    -2.38     10.00   -13.76     10.10

     0.00     0.00      0.00   -22.48      0.00
     0.21    -0.09      0.23   -22.48      0.23
     0.42    -0.17      0.46   -22.47      0.46
     0.63    -0.26      0.68   -22.45      0.69
     0.84    -0.35      0.91   -22.40      0.92
     1.06    -0.43      1.14   -22.31      1.15
     1.27    -0.52      1.37   -22.14      1.38
     1.48    -0.59      1.60   -21.84      1.62
     1.70    -0.66      1.83   -21.34      1.86
     1.92    -0.72      2.05   -20.64      2.10
     2.14    -0.77      2.28   -19.81      2.35
     2.37    -0.81      2.50   -18.92      2.58
     2.59    -0.85      2.73   -18.08      2.82
     2.82    -0.88      2.95   -17.31      3.05
     3.05    -0.91      3.18   -16.63      3.28
     3.27    -0.94      3.41   -16.03      3.51
     3.50    -0.97      3.63   -15.50      3.74
     3.73    -1.00      3.86   -15.03      3.97
     3.95    -1.03      4.08   -14.61      4.19
     4.18    -1.06      4.31   -14.24      4.42
     4.40    -1.09      4.54   -13.90      4.65
     4.63    -1.12      4.76   -13.59      4.88
     4.86    -1.15      4.99   -13.31      5.11
     5.08    -1.18      5.22   -13.06      5.34
     5.31    -1.21      5.45   -12.82      5.56
     5.54    -1.24      5.67   -12.61      5.79
     5.76    -1.27      5.90   -12.41      6.02
     5.99    -1.30      6.13   -12.22      6.25
     6.22    -1.33      6.36   -12.05      6.48
     6.44    -1.36      6.58   -11.89      6.71
     6.67    -1.38      6.81   -11.74      6.93
