     0.00     0.00      0.00    11.55      0.00
     0.41     0.08      0.42    11.55      0.42
     0.83     0.17      0.85    11.52      0.85
     1.24     0.25      1.27    11.40      1.29
     1.66     0.32      1.69    10.86      1.75
     2.08     0.33      2.11     8.89      2.26
     2.50     0.23      2.51     5.30      2.76
     2.90     0.10      2.90     1.89      3.21
     3.30    -0.05      3.30    -0.84      3.64
     3.70    -0.19      3.70    -3.01      4.07
     4.09    -0.34      4.11    -4.76      4.50
     4.49    -0.49      4.52    -6.20      4.92
     4.89    -0.63      4.93    -7.40      5.35
     5.29    -0.78      5.35    -8.42      5.77
     5.69    -0.93      5.77    -9.29      6.20
     6.09    -1.08      6.19   -10.05      6.63
     6.49    -1.23      6.61   -10.71      7.05
     6.89    -1.38      7.03   -11.30      7.48
     7.29    -1.53      7.45   -11.82      7.91
     7.69    -1.68      7.88   -12.29      8.34
     8.10    -1.83      8.30   -12.71      8.76
     8.50    -1.98      8.72   -13.09      9.19
     8.90    -2.13      9.15   -13.44      9.62
     9.30    -2.28      9.57   -13.75     10.05
     9.70    -2.43     10.00   -14.04     10.48

     0.00     0.00      0.00    13.42      0.00
     0.41     0.10      0.42    13.42      0.42
     0.82     0.20      0.84    13.39      0.85
     1.23     0.29      1.27    13.25      1.28
     1.65     0.37      1.69    12.68      1.74
     2.07     0.39      2.11    10.76      2.23
     2.49     0.32      2.51     7.38      2.72
     2.89     0.21      2.90     4.13      3.17
     3.30     0.09      3.30     1.50      3.60
     3.70    -0.04      3.70    -0.59      4.03
     4.11    -0.16      4.11    -2.27      4.45
     4.52    -0.29      4.52    -3.66      4.88
     4.92    -0.41      4.94    -4.81      5.30
     5.33    -0.54      5.35    -5.79      5.73
     5.73    -0.67      5.77    -6.64      6.15
     6.14    -0.79      6.19    -7.37      6.58
     6.55    -0.92      6.61    -8.01      7.01
     6.95    -1.05      7.03    -8.58      7.43
     7.36    -1.18      7.45    -9.08      7.86
     7.77    -1.30      7.88    -9.53      8.29
     8.18    -1.43      8.30    -9.94      8.71
     8.58    -1.56      8.73   -10.31      9.14
     8.99    -1.69      9.15   -10.65      9.57
     9.40    -1.82      9.57   -10.95     10.00
     9.81    -1.95     10.00   -11.24     10.43

     0.00     0.00      0.00    14.79      0.00
     0.41     0.11      0.42    14.79      0.42
     0.82     0.21      0.84    14.75      0.85
     1.22     0.32      1.26    14.61      1.28
     1.64     0.41      1.69    14.03      1.73
     2.06     0.44      2.10    12.19      2.22
     2.48     0.39      2.51     9.05      2.69
     2.89     0.30      2.90     6.01      3.14
     3.30     0.20      3.31     3.55      3.57
     3.71     0.10      3.71     1.59      4.00
     4.12     0.00      4.12     0.01      4.42
     4.53    -0.10      4.53    -1.29      4.84
     4.94    -0.20      4.95    -2.37      5.27
     5.35    -0.31      5.36    -3.29      5.69
     5.77    -0.41      5.78    -4.08      6.12
     6.18    -0.52      6.20    -4.77      6.54
     6.59    -0.62      6.62    -5.38      6.97
     7.00    -0.72      7.04    -5.91      7.39
     7.41    -0.83      7.46    -6.39      7.82
     7.83    -0.94      7.88    -6.82      8.24
     8.24    -1.04      8.31    -7.20      8.67
     8.65    -1.15      8.73    -7.55      9.10
     9.07    -1.25      9.15    -7.87      9.52
     9.48    -1.36      9.58    -8.16      9.95
     9.89    -1.46     10.00    -8.43     10.38

     0.00     0.00      0.00    16.00      0.00
     0.40     0.12      0.42    16.00      0.42
     0.81     0.23      0.84    15.96      0.85
     1.22     0.34      1.26    15.81      1.28
     1.62     0.44      1.68    15.23      1.73
     2.04     0.49      2.10    13.47      2.20
     2.46     0.46      2.51    10.57      2.67
     2.88     0.39      2.91     7.77      3.12
     3.30     0.32      3.31     5.50      3.54
     3.71     0.24      3.72     3.69      3.97
     4.13     0.16      4.13     2.23      4.39
     4.54     0.08      4.54     1.03      4.81
     4.96     0.00      4.96     0.02      5.24
     5.37    -0.08      5.37    -0.83      5.66
     5.79    -0.16      5.79    -1.57      6.08
     6.20    -0.24      6.21    -2.21      6.51
     6.62    -0.32      6.63    -2.77      6.93
     7.04    -0.40      7.05    -3.27      7.35
     7.45    -0.48      7.47    -3.71      7.78
     7.87    -0.57      7.89    -4.11      8.20
     8.28    -0.65      8.31    -4.47      8.63
     8.70    -0.73      8.73    -4.80      9.05
     9.12    -0.81      9.15    -5.10      9.48
     9.54    -0.90      9.58    -5.37      9.90
     9.95    -0.98     10.00    -5.62     10.33

     0.00     0.00      0.00    17.13      0.00
     0.40     0.12      0.42    17.13      0.42
     0.80     0.25      0.84    17.08      0.84
     1.21     0.37      1.26    16.93      1.28
     1.61     0.47      1.68    16.35      1.72
     2.03     0.53      2.10    14.69      2.19
     2.45     0.52      2.51    12.03      2.65
     2.87     0.48      2.91     9.47      3.09
     3.29     0.43      3.32     7.39      3.52
     3.71     0.37      3.73     5.73      3.94
     4.12     0.32      4.14     4.40      4.37
     4.54     0.26      4.55     3.30      4.79
     4.96     0.21      4.97     2.38      5.21
     5.38     0.15      5.38     1.60      5.63
     5.80     0.09      5.80     0.92      6.05
     6.22     0.04      6.22     0.34      6.48
     6.64    -0.02      6.64    -0.18      6.90
     7.05    -0.08      7.05    -0.64      7.32
     7.47    -0.14      7.47    -1.05      7.75
     7.89    -0.19      7.89    -1.41      8.17
     8.31    -0.25      8.32    -1.75      8.59
     8.73    -0.31      8.74    -2.05      9.01
     9.15    -0.37      9.16    -2.33      9.44
     9.57    -0.43      9.58    -2.58      9.86
     9.99    -0.49     10.00    -2.81     10.28

     0.00     0.00      0.00    18.23      0.00
     0.40     0.13      0.42    18.23      0.42
     0.80     0.26      0.84    18.18      0.84
     1.20     0.39      1.26    18.03      1.27
     1.60     0.50      1.68    17.46      1.72
     2.02     0.57      2.10    15.89      2.18
     2.44     0.58      2.51    13.46      2.64
     2.86     0.56      2.91    11.14      3.07
     3.28     0.53      3.32     9.26      3.50
     3.70     0.50      3.73     7.76      3.92
     4.12     0.47      4.15     6.55      4.34
     4.54     0.44      4.56     5.56      4.77
     4.96     0.41      4.98     4.73      5.19
     5.38     0.38      5.39     4.02      5.61
     5.80     0.34      5.81     3.40      6.03
     6.22     0.31      6.23     2.87      6.45
     6.64     0.28      6.64     2.40      6.87
     7.06     0.24      7.06     1.98      7.29
     7.48     0.21      7.48     1.61      7.71
     7.90     0.18      7.90     1.28      8.14
     8.32     0.14      8.32     0.97      8.56
     8.74     0.11      8.74     0.69      8.98
     9.16     0.07      9.16     0.44      9.40
     9.58     0.04      9.58     0.21      9.82
    10.00    -0.00     10.00    -0.00     10.24

     0.00     0.00      0.00    19.34      0.00
     0.40     0.14      0.42    19.34      0.42
     0.79     0.28      0.84    19.29      0.84
     1.19     0.41      1.26    19.13      1.27
     1.59     0.54      1.68    18.57      1.72
     2.01     0.62      2.10    17.10      2.17
     2.43     0.65      2.51    14.91      2.62
     2.85     0.65      2.92    12.83      3.06
     3.27     0.64      3.33    11.14      3.48
     3.69     0.64      3.74     9.80      3.90
     4.11     0.63      4.15     8.71      4.33
     4.53     0.62      4.57     7.82      4.75
     4.95     0.61      4.98     7.07      5.17
     5.37     0.61      5.40     6.43      5.59
     5.79     0.60      5.82     5.88      6.01
     6.21     0.59      6.24     5.40      6.43
     6.63     0.58      6.65     4.98      6.85
     7.05     0.57      7.07     4.61      7.27
     7.47     0.56      7.49     4.27      7.69
     7.89     0.55      7.91     3.96      8.11
     8.31     0.54      8.33     3.69      8.53
     8.73     0.52      8.74     3.44      8.95
     9.15     0.51      9.16     3.21      9.37
     9.57     0.50      9.58     3.00      9.79
     9.99     0.49     10.00     2.81     10.21

     0.00     0.00      0.00    20.47      0.00
     0.39     0.15      0.42    20.47      0.42
     0.79     0.29      0.84    20.43      0.84
     1.18     0.44      1.26    20.26      1.27
